"userid","artistid","weight","tagid"
58,289,4474,285
58,289,4474,352
58,289,4474,636
58,289,4474,671
58,289,4474,730
58,289,4474,766
58,289,4474,767
58,289,4474,768
68,289,591,NULL
72,289,34,NULL
75,289,1499,NULL
79,289,201,NULL
87,289,101,NULL
89,289,421,NULL
92,289,8,NULL
95,289,402,1154
96,289,15,NULL
98,289,2500,NULL
104,289,8544,24
104,289,8544,130
110,289,12705,1314
110,289,12705,24
110,289,12705,209
110,289,12705,1318
110,289,12705,1311
110,289,12705,1313
110,289,12705,215
110,289,12705,358
110,289,12705,1319
110,289,12705,1320
110,289,12705,649
110,289,12705,1321
110,289,12705,686
110,289,12705,1291
110,289,12705,1292
110,289,12705,1293
110,289,12705,1294
110,289,12705,1295
110,289,12705,1296
110,289,12705,1297
110,289,12705,1298
110,289,12705,1303
110,289,12705,1304
110,289,12705,1306
110,289,12705,1309
120,289,1256,NULL
121,289,1310,NULL
126,289,738,NULL
129,289,440,209
129,289,440,636
130,289,2835,NULL
132,289,495,NULL
133,289,696,24
134,289,588,NULL
135,289,2350,NULL
136,289,1665,228
136,289,1665,1489
136,289,1665,1490
137,289,897,NULL
144,289,1508,358
144,289,1508,1592
146,289,2426,NULL
147,289,20876,24
147,289,20876,109
147,289,20876,1614
147,289,20876,1613
147,289,20876,39
147,289,20876,662
147,289,20876,234
147,289,20876,209
147,289,20876,200
150,289,111,NULL
152,289,534,1663
152,289,534,1673
152,289,534,1668
152,289,534,1655
152,289,534,1654
152,289,534,1653
152,289,534,1652
152,289,534,1650
152,289,534,1649
152,289,534,1647
152,289,534,1645
152,289,534,1644
152,289,534,730
152,289,534,234
152,289,534,206
154,289,15,NULL
162,289,835,200
162,289,835,24
175,289,2160,NULL
179,289,3853,671
186,289,77,NULL
190,289,3199,1972
190,289,3199,24
190,289,3199,39
190,289,3199,49
190,289,3199,210
190,289,3199,124
190,289,3199,130
190,289,3199,346
190,289,3199,352
190,289,3199,228
190,289,3199,850
190,289,3199,1355
190,289,3199,1952
190,289,3199,1965
190,289,3199,1966
209,289,2041,636
209,289,2041,24
209,289,2041,130
209,289,2041,2099
210,289,352,NULL
214,289,900,NULL
223,289,874,NULL
226,289,117,NULL
227,289,8669,2222
227,289,8669,2221
227,289,8669,209
227,289,8669,24
227,289,8669,39
227,289,8669,2224
227,289,8669,208
227,289,8669,130
229,289,1,NULL
230,289,1667,NULL
231,289,2873,NULL
232,289,11950,209
233,289,914,2269
236,289,698,850
236,289,698,352
236,289,698,231
236,289,698,49
236,289,698,39
236,289,698,24
236,289,698,18
240,289,420,NULL
242,289,827,NULL
248,289,525,216
248,289,525,24
248,289,525,130
248,289,525,209
248,289,525,636
252,289,733,NULL
253,289,5387,209
253,289,5387,130
253,289,5387,24
253,289,5387,39
256,289,38654,NULL
258,289,333,352
258,289,333,24
258,289,333,210
267,289,629,24
267,289,629,209
271,289,41112,NULL
273,289,347,NULL
278,289,7104,364
278,289,7104,850
278,289,7104,1097
278,289,7104,1753
278,289,7104,1955
278,289,7104,238
278,289,7104,354
278,289,7104,2504
286,289,622,NULL
291,289,20,NULL
299,289,427,24
301,289,590,NULL
302,289,1038,NULL
305,289,600,NULL
310,289,97,NULL
318,289,522,NULL
322,289,706,NULL
327,289,9017,636
328,289,647,NULL
329,289,1467,2855
329,289,1467,2854
330,289,781,NULL
331,289,298,NULL
333,289,9445,636
333,289,9445,24
333,289,9445,2866
335,289,1355,NULL
338,289,2407,2934
339,289,13735,636
339,289,13735,24
340,289,468,130
340,289,468,24
346,289,414,NULL
350,289,2324,NULL
352,289,541,NULL
353,289,49,NULL
354,289,281,3037
354,289,281,362
354,289,281,3038
355,289,335,NULL
361,289,2990,3067
361,289,2990,238
375,289,364,NULL
380,289,32135,130
380,289,32135,3153
380,289,32135,209
380,289,32135,167
380,289,32135,39
380,289,32135,24
380,289,32135,185
380,289,32135,364
385,289,21902,636
385,289,21902,24
385,289,21902,39
385,289,21902,130
385,289,21902,209
385,289,21902,2099
388,289,1662,24
390,289,7482,636
392,289,232,354
392,289,232,73
392,289,232,346
392,289,232,232
392,289,232,228
392,289,232,216
392,289,232,213
392,289,232,130
392,289,232,18
392,289,232,24
392,289,232,39
392,289,232,109
392,289,232,3210
392,289,232,1086
392,289,232,636
392,289,232,49
392,289,232,352
399,289,1517,NULL
400,289,1533,NULL
401,289,90,NULL
403,289,817,228
403,289,817,24
403,289,817,18
403,289,817,358
403,289,817,508
403,289,817,2349
403,289,817,352
403,289,817,73
403,289,817,39
405,289,712,39
405,289,712,24
414,289,61440,209
414,289,61440,39
414,289,61440,130
414,289,61440,636
415,289,17582,NULL
417,289,1495,NULL
419,289,11,NULL
421,289,7886,24
421,289,7886,3402
421,289,7886,3399
421,289,7886,3038
421,289,7886,2868
421,289,7886,2099
421,289,7886,1313
421,289,7886,636
421,289,7886,370
421,289,7886,364
425,289,638,NULL
437,289,418,NULL
451,289,1673,NULL
466,289,142,NULL
468,289,238,NULL
470,289,8353,213
470,289,8353,3775
470,289,8353,2887
470,289,8353,2349
470,289,8353,1613
470,289,8353,844
470,289,8353,730
470,289,8353,640
470,289,8353,527
470,289,8353,509
470,289,8353,508
470,289,8353,483
470,289,8353,481
470,289,8353,357
470,289,8353,352
470,289,8353,349
470,289,8353,285
470,289,8353,238
470,289,8353,234
470,289,8353,216
470,289,8353,215
470,289,8353,210
470,289,8353,209
470,289,8353,208
470,289,8353,206
470,289,8353,200
470,289,8353,199
470,289,8353,167
470,289,8353,130
470,289,8353,109
470,289,8353,73
470,289,8353,39
470,289,8353,24
470,289,8353,18
472,289,573,NULL
473,289,382,NULL
474,289,7773,3790
474,289,7773,18
474,289,7773,835
474,289,7773,209
477,289,4749,39
477,289,4749,209
477,289,4749,24
479,289,6112,NULL
481,289,138,NULL
486,289,4761,209
490,289,276,18
494,289,3726,39
494,289,3726,130
494,289,3726,1212
494,289,3726,228
494,289,3726,24
494,289,3726,285
494,289,3726,234
495,289,1692,NULL
497,289,2560,130
497,289,2560,636
497,289,2560,24
498,289,6182,NULL
501,289,9541,209
502,289,2215,NULL
503,289,15235,3918
503,289,15235,209
503,289,15235,358
503,289,15235,39
503,289,15235,24
503,289,15235,639
503,289,15235,1311
503,289,15235,2934
503,289,15235,3907
503,289,15235,3917
503,289,15235,3919
504,289,1419,3920
504,289,1419,229
504,289,1419,354
504,289,1419,1753
504,289,1419,3921
518,289,3080,NULL
527,289,1113,NULL
531,289,2746,NULL
534,289,1068,NULL
535,289,314,NULL
536,289,1310,4077
537,289,426,NULL
538,289,2156,NULL
542,289,131733,2014
542,289,131733,4111
542,289,131733,4109
542,289,131733,4110
542,289,131733,24
542,289,131733,39
542,289,131733,130
545,289,507,24
545,289,507,134
545,289,507,238
545,289,507,184
545,289,507,213
545,289,507,216
545,289,507,231
545,289,507,130
545,289,507,49
545,289,507,39
545,289,507,285
553,289,1626,NULL
555,289,396,NULL
568,289,219,NULL
569,289,285,NULL
571,289,23931,18
571,289,23931,39
571,289,23931,127
571,289,23931,208
571,289,23931,209
571,289,23931,230
571,289,23931,797
571,289,23931,1727
571,289,23931,4300
571,289,23931,4303
572,289,6171,NULL
575,289,682,NULL
581,289,782,NULL
589,289,1035,208
589,289,1035,4369
589,289,1035,651
590,289,27,NULL
598,289,11718,NULL
604,289,3544,352
604,289,3544,308
604,289,3544,1911
604,289,3544,24
604,289,3544,73
604,289,3544,193
609,289,2531,24
609,289,2531,352
609,289,2531,130
612,289,218,NULL
620,289,1294,NULL
621,289,45189,NULL
632,289,12746,NULL
636,289,248,NULL
638,289,25118,49
638,289,25118,4587
638,289,25118,4586
638,289,25118,3955
638,289,25118,2099
638,289,25118,1311
638,289,25118,1237
638,289,25118,713
638,289,25118,421
638,289,25118,285
638,289,25118,18
638,289,25118,24
638,289,25118,39
638,289,25118,234
638,289,25118,209
641,289,877,NULL
646,289,433,4283
646,289,433,228
646,289,433,206
646,289,433,18
646,289,433,354
646,289,433,232
646,289,433,730
650,289,284,NULL
651,289,7871,24
651,289,7871,130
651,289,7871,39
659,289,4653,24
659,289,4653,130
659,289,4653,39
659,289,4653,4729
659,289,4653,1319
667,289,5554,636
669,289,1586,NULL
674,289,102,NULL
675,289,3277,130
675,289,3277,2398
675,289,3277,1447
677,289,332,NULL
679,289,4866,209
679,289,4866,24
680,289,4759,NULL
682,289,355,NULL
684,289,49889,209
684,289,49889,24
684,289,49889,2934
689,289,484,2868
690,289,2134,NULL
691,289,978,NULL
698,289,1028,24
698,289,1028,39
700,289,1039,NULL
701,289,720,4969
701,289,720,4968
701,289,720,4967
701,289,720,4966
701,289,720,4965
701,289,720,3323
701,289,720,658
701,289,720,4970
702,289,1137,NULL
703,289,6109,4979
703,289,6109,4978
705,289,1199,24
705,289,1199,130
713,289,8696,358
717,289,72776,238
717,289,72776,24
717,289,72776,362
722,289,4170,NULL
723,289,1540,NULL
730,289,4376,NULL
732,289,18838,NULL
735,289,46,NULL
744,289,258,4970
749,289,12590,39
749,289,12590,2394
749,289,12590,24
749,289,12590,209
757,289,30230,NULL
768,289,7,NULL
770,289,215,NULL
778,289,23947,767
778,289,23947,1238
778,289,23947,1313
778,289,23947,636
779,289,1441,130
779,289,1441,39
779,289,1441,24
781,289,1313,NULL
790,289,2394,5486
790,289,2394,5487
790,289,2394,5491
793,289,4390,NULL
795,289,18049,39
797,289,4,NULL
804,289,9069,NULL
809,289,3403,NULL
815,289,856,NULL
816,289,11,NULL
819,289,100761,24
819,289,100761,346
819,289,100761,636
826,289,374,NULL
830,289,1817,NULL
847,289,55,NULL
851,289,4124,NULL
852,289,1035,NULL
858,289,505,NULL
861,289,480,NULL
862,289,465,39
862,289,465,24
862,289,465,199
862,289,465,5885
864,289,343,NULL
873,289,39332,24
873,289,39332,209
875,289,1053,NULL
878,289,638,NULL
882,289,80,NULL
884,289,165,NULL
885,289,8210,NULL
898,289,1752,NULL
900,289,176,NULL
905,289,585,39
905,289,585,6104
905,289,585,24
906,289,4826,234
906,289,4826,6116
909,289,5452,636
909,289,5452,3726
909,289,5452,24
909,289,5452,1447
910,289,2311,NULL
911,289,24251,39
911,289,24251,18
911,289,24251,309
911,289,24251,209
911,289,24251,24
911,289,24251,831
911,289,24251,167
916,289,4861,39
916,289,4861,24
916,289,4861,130
916,289,4861,405
930,289,1076,NULL
938,289,1300,NULL
952,289,104,NULL
953,289,89,NULL
963,289,51,NULL
965,289,8806,636
966,289,1663,NULL
969,289,322,NULL
984,289,17977,NULL
987,289,582,NULL
995,289,174,NULL
998,289,120,NULL
1001,289,453,NULL
1003,289,250,447
1006,289,580,NULL
1017,289,5479,2099
1017,289,5479,636
1017,289,5479,24
1019,289,233,NULL
1023,289,15339,2868
1023,289,15339,199
1023,289,15339,130
1023,289,15339,24
1023,289,15339,636
1023,289,15339,238
1023,289,15339,662
1023,289,15339,797
1023,289,15339,1673
1023,289,15339,1237
1023,289,15339,6746
1024,289,302,NULL
1027,289,3310,NULL
1033,289,247,NULL
1042,289,927,NULL
1046,289,594,NULL
1053,289,15588,NULL
1056,289,1254,NULL
1057,289,1146,NULL
1058,289,695,NULL
1065,289,30,NULL
1069,289,31600,7032
1069,289,31600,7030
1069,289,31600,7031
1071,289,4421,NULL
1072,289,270,NULL
1080,289,2142,24
1080,289,2142,130
1080,289,2142,209
1092,289,3216,NULL
1097,289,675,NULL
1102,289,170,NULL
1104,289,163,NULL
1106,289,6051,NULL
1109,289,6236,NULL
1113,289,279,NULL
1120,289,593,NULL
1122,289,16,NULL
1124,289,4133,6072
1128,289,9502,24
1128,289,9502,7406
1128,289,9502,209
1128,289,9502,358
1128,289,9502,662
1128,289,9502,831
1128,289,9502,130
1128,289,9502,2637
1131,289,130,NULL
1132,289,19348,238
1132,289,19348,24
1135,289,1048,NULL
1136,289,972,NULL
1137,289,317,7464
1139,289,15773,24
1139,289,15773,831
1143,289,86,NULL
1145,289,136,NULL
1146,289,446,NULL
1150,289,574,209
1150,289,574,524
1150,289,574,4727
1150,289,574,2430
1150,289,574,285
1171,289,178,511
1171,289,178,231
1171,289,178,238
1171,289,178,346
1172,289,162,NULL
1178,289,1324,NULL
1179,289,1762,NULL
1184,289,3277,NULL
1185,289,744,NULL
1186,289,2294,NULL
1188,289,1524,NULL
1189,289,4605,1311
1197,289,1135,NULL
1198,289,753,NULL
1219,289,263,NULL
1222,289,1296,7937
1222,289,1296,7938
1226,289,768,NULL
1233,289,5871,642
1233,289,5871,18
1233,289,5871,187
1234,289,712,238
1246,289,331,NULL
1247,289,18779,2934
1247,289,18779,2224
1247,289,18779,1311
1247,289,18779,797
1247,289,18779,774
1247,289,18779,639
1247,289,18779,636
1247,289,18779,508
1247,289,18779,358
1247,289,18779,346
1247,289,18779,238
1247,289,18779,234
1247,289,18779,216
1247,289,18779,209
1247,289,18779,206
1247,289,18779,132
1247,289,18779,8094
1253,289,11302,216
1253,289,11302,208
1255,289,441,NULL
1263,289,15185,8200
1272,289,680,NULL
1282,289,213,NULL
1283,289,2881,8306
1283,289,2881,8304
1283,289,2881,8002
1283,289,2881,8302
1283,289,2881,8303
1283,289,2881,1671
1283,289,2881,1869
1283,289,2881,8312
1294,289,33,NULL
1298,289,1555,NULL
1299,289,1878,NULL
1300,289,24283,8423
1300,289,24283,24
1300,289,24283,39
1300,289,24283,130
1300,289,24283,209
1300,289,24283,210
1300,289,24283,229
1300,289,24283,238
1300,289,24283,287
1300,289,24283,352
1300,289,24283,686
1300,289,24283,2700
1300,289,24283,2866
1300,289,24283,3999
1300,289,24283,4969
1300,289,24283,4970
1300,289,24283,8420
1300,289,24283,8421
1300,289,24283,8422
1301,289,60180,NULL
1304,289,1519,NULL
1305,289,1798,NULL
1308,289,14132,636
1310,289,4,NULL
1316,289,229,8518
1316,289,229,8498
1316,289,229,8503
1316,289,229,8516
1318,289,523,NULL
1332,289,5528,NULL
1337,289,999,201
1337,289,999,483
1337,289,999,8710
1337,289,999,228
1343,289,18,3883
1343,289,18,200
1343,289,18,8738
1348,289,621,3572
1348,289,621,39
1348,289,621,209
1351,289,59,NULL
1356,289,7211,639
1356,289,7211,209
1356,289,7211,636
1356,289,7211,49
1356,289,7211,39
1356,289,7211,24
1356,289,7211,662
1365,289,5874,NULL
1368,289,2967,NULL
1376,289,43,NULL
1377,289,726,NULL
1379,289,2206,NULL
1381,289,105,NULL
1385,289,51,NULL
1388,289,59,NULL
1394,289,992,NULL
1399,289,661,NULL
1403,289,1113,NULL
1408,289,7,NULL
1410,289,138,NULL
1413,289,13694,9169
1423,289,1831,109
1423,289,1831,364
1429,289,1401,NULL
1431,289,104,NULL
1433,289,812,NULL
1434,289,1287,NULL
1435,289,282,NULL
1437,289,53,24
1437,289,53,636
1440,289,280,NULL
1445,289,2861,39
1445,289,2861,346
1445,289,2861,234
1445,289,2861,208
1445,289,2861,130
1445,289,2861,24
1447,289,443,NULL
1451,289,521,NULL
1453,289,6859,636
1453,289,6859,1319
1453,289,6859,9346
1453,289,6859,39
1453,289,6859,209
1453,289,6859,130
1453,289,6859,24
1455,289,5274,130
1455,289,5274,209
1455,289,5274,39
1455,289,5274,184
1455,289,5274,216
1455,289,5274,2785
1455,289,5274,24
1457,289,8945,1311
1457,289,8945,358
1458,289,30,NULL
1461,289,160,39
1461,289,160,24
1462,289,2321,NULL
1466,289,1310,346
1466,289,1310,9482
1466,289,1310,49
1466,289,1310,234
1466,289,1310,216
1466,289,1310,206
1466,289,1310,24
1466,289,1310,39
1467,289,311,NULL
1471,289,43647,370
1471,289,43647,206
1471,289,43647,208
1471,289,43647,698
1471,289,43647,4081
1471,289,43647,9492
1471,289,43647,9494
1471,289,43647,9495
1476,289,1959,NULL
1483,289,376,NULL
1485,289,444,NULL
1489,289,634,NULL
1491,289,233,1613
1492,289,70,NULL
1509,289,325,NULL
1511,289,1734,NULL
1516,289,1177,24
1516,289,1177,9727
1519,289,55,NULL
1521,289,1441,NULL
1525,289,74,NULL
1528,289,1808,NULL
1532,289,1870,NULL
1533,289,1946,NULL
1540,289,1224,NULL
1544,289,498,NULL
1553,289,530,130
1553,289,530,228
1553,289,530,24
1555,289,1699,NULL
1558,289,41,NULL
1560,289,6988,130
1560,289,6988,18
1560,289,6988,2868
1560,289,6988,636
1560,289,6988,24
1560,289,6988,39
1560,289,6988,210
1563,289,10,NULL
1564,289,15282,130
1564,289,15282,636
1564,289,15282,24
1568,289,1391,NULL
1572,289,8633,18
1572,289,8633,285
1572,289,8633,364
1572,289,8633,410
1572,289,8633,39
1572,289,8633,1668
1572,289,8633,24
1572,289,8633,130
1572,289,8633,208
1572,289,8633,508
1572,289,8633,209
1572,289,8633,210
1572,289,8633,228
1572,289,8633,238
1576,289,179,NULL
1577,289,1447,NULL
1578,289,332,NULL
1580,289,4281,216
1580,289,4281,24
1580,289,4281,9949
1580,289,4281,127
1580,289,4281,6044
1580,289,4281,9948
1590,289,8953,NULL
1591,289,877,NULL
1593,289,2592,NULL
1600,289,2787,NULL
1605,289,115,NULL
1606,289,22170,238
1606,289,22170,2866
1606,289,22170,2868
1606,289,22170,3029
1606,289,22170,4162
1606,289,22170,6557
1606,289,22170,10045
1606,289,22170,10046
1606,289,22170,10047
1606,289,22170,10048
1606,289,22170,10049
1606,289,22170,10056
1606,289,22170,2099
1606,289,22170,2185
1606,289,22170,24
1607,289,1037,NULL
1608,289,792,NULL
1616,289,876,39
1616,289,876,167
1616,289,876,24
1628,289,11552,10151
1628,289,11552,3955
1628,289,11552,2934
1628,289,11552,6021
1628,289,11552,2637
1632,289,497,NULL
1633,289,590,NULL
1636,289,51,NULL
1646,289,460,NULL
1647,289,1589,1319
1647,289,1589,636
1647,289,1589,508
1647,289,1589,285
1647,289,1589,234
1647,289,1589,216
1647,289,1589,24
1647,289,1589,39
1647,289,1589,130
1648,289,60,3323
1649,289,1002,NULL
1652,289,2274,10297
1652,289,2274,352
1652,289,2274,24
1652,289,2274,130
1659,289,333,NULL
1663,289,1485,NULL
1666,289,29821,10389
1666,289,29821,10390
1674,289,240,NULL
1678,289,890,NULL
1682,289,690,NULL
1684,289,413,NULL
1685,289,135,NULL
1687,289,537,NULL
1690,289,796,18
1690,289,796,24
1690,289,796,39
1692,289,196,NULL
1693,289,7226,636
1693,289,7226,10503
1693,289,7226,39
1693,289,7226,238
1699,289,101,NULL
1711,289,931,10592
1711,289,931,6450
1711,289,931,10588
1715,289,358,NULL
1717,289,21382,209
1717,289,21382,10643
1717,289,21382,10644
1722,289,448,NULL
1725,289,47,NULL
1726,289,13804,10686
1726,289,13804,24
1726,289,13804,39
1726,289,13804,1447
1726,289,13804,49
1726,289,13804,70
1726,289,13804,10687
1726,289,13804,18
1726,289,13804,643
1726,289,13804,216
1730,289,709,24
1730,289,709,39
1730,289,709,130
1734,289,1448,NULL
1742,289,4585,NULL
1753,289,4442,NULL
1757,289,61,210
1757,289,61,706
1757,289,61,1237
1757,289,61,1238
1757,289,61,1240
1757,289,61,5258
1757,289,61,24
1757,289,61,39
1757,289,61,130
1757,289,61,481
1762,289,1039,NULL
1765,289,118,NULL
1766,289,3841,NULL
1768,289,651,NULL
1769,289,5713,182
1771,289,4850,6104
1771,289,4850,831
1771,289,4850,662
1771,289,4850,639
1771,289,4850,352
1771,289,4850,228
1771,289,4850,215
1771,289,4850,210
1771,289,4850,209
1771,289,4850,199
1771,289,4850,39
1771,289,4850,24
1771,289,4850,10936
1771,289,4850,10946
1771,289,4850,10943
1776,289,1208,NULL
1780,289,8083,NULL
1784,289,499,NULL
1786,289,214,NULL
1788,289,4020,NULL
1790,289,169,NULL
1791,289,731,NULL
1795,289,594,NULL
1799,289,509,346
1808,289,2292,NULL
1810,289,7,NULL
1811,289,2784,NULL
1813,289,491,NULL
1820,289,16076,NULL
1821,289,4377,209
1821,289,4377,1673
1821,289,4377,11185
1826,289,511,NULL
1828,289,8738,210
1828,289,8738,18
1828,289,8738,24
1828,289,8738,39
1828,289,8738,127
1828,289,8738,130
1828,289,8738,208
1828,289,8738,209
1828,289,8738,346
1828,289,8738,352
1828,289,8738,354
1828,289,8738,481
1828,289,8738,508
1828,289,8738,1495
1829,289,1335,24
1833,289,293,NULL
1840,289,485,NULL
1844,289,218,NULL
1846,289,372,NULL
